sample,trait,value,label
Athaliana_1,in_bounds,1,none
Athaliana_1,area,271692.0,pixels
Athaliana_1,convex_hull_area,842057.0,pixels
Athaliana_1,solidity,0.3226527420352779,none
Athaliana_1,perimeter,10219.720034003258,pixels
Athaliana_1,width,1153,pixels
Athaliana_1,height,1048,pixels
Athaliana_1,longest_path,7842,pixels
Athaliana_1,center_of_mass,1270.3773721714294,x
Athaliana_1,center_of_mass,1042.7626245896088,y
Athaliana_1,convex_hull_vertices,40,none
Athaliana_1,object_in_frame,1,none
Athaliana_1,ellipse_center,1298.488525390625,x
Athaliana_1,ellipse_center,1041.1224365234375,y
Athaliana_1,ellipse_major_axis,1013.706298828125,pixels
Athaliana_1,ellipse_minor_axis,905.3190307617188,pixels
Athaliana_1,ellipse_angle,105.43666076660156,degrees
Athaliana_1,ellipse_eccentricity,0.4499013988012174,none
Athaliana_1,hue_frequencies,0.014354489642683628,1
Athaliana_1,hue_frequencies,0.0018403191849594395,3
Athaliana_1,hue_frequencies,0.0007361276739837757,5
Athaliana_1,hue_frequencies,0.00036806383699188787,7
Athaliana_1,hue_frequencies,0.0,9
Athaliana_1,hue_frequencies,0.0007361276739837757,11
Athaliana_1,hue_frequencies,0.0007361276739837757,13
Athaliana_1,hue_frequencies,0.0007361276739837757,15
Athaliana_1,hue_frequencies,0.0018403191849594395,17
Athaliana_1,hue_frequencies,0.0007361276739837757,19
Athaliana_1,hue_frequencies,0.00036806383699188787,21
Athaliana_1,hue_frequencies,0.0014722553479675515,23
Athaliana_1,hue_frequencies,0.0011041915109756637,25
Athaliana_1,hue_frequencies,0.0011041915109756637,27
Athaliana_1,hue_frequencies,0.0011041915109756637,29
Athaliana_1,hue_frequencies,0.0018403191849594395,31
Athaliana_1,hue_frequencies,0.0007361276739837757,33
Athaliana_1,hue_frequencies,0.0007361276739837757,35
Athaliana_1,hue_frequencies,0.0011041915109756637,37
Athaliana_1,hue_frequencies,0.0011041915109756637,39
Athaliana_1,hue_frequencies,0.002576446858943215,41
Athaliana_1,hue_frequencies,0.0007361276739837757,43
Athaliana_1,hue_frequencies,0.002576446858943215,45
Athaliana_1,hue_frequencies,0.0014722553479675515,47
Athaliana_1,hue_frequencies,0.0014722553479675515,49
Athaliana_1,hue_frequencies,0.004416766043902655,51
Athaliana_1,hue_frequencies,0.0022083830219513274,53
Athaliana_1,hue_frequencies,0.0033125745329269907,55
Athaliana_1,hue_frequencies,0.003680638369918879,57
Athaliana_1,hue_frequencies,0.004784829880894542,59
Athaliana_1,hue_frequencies,0.004784829880894542,61
Athaliana_1,hue_frequencies,0.0069932129028458705,63
Athaliana_1,hue_frequencies,0.008465468250813422,65
Athaliana_1,hue_frequencies,0.008097404413821533,67
Athaliana_1,hue_frequencies,0.009937723598780973,69
Athaliana_1,hue_frequencies,0.01582674499065118,71
Athaliana_1,hue_frequencies,0.013250298131707963,73
Athaliana_1,hue_frequencies,0.017299000338618732,75
Athaliana_1,hue_frequencies,0.020243511034553834,77
Athaliana_1,hue_frequencies,0.026500596263415926,79
Athaliana_1,hue_frequencies,0.04637604346097787,81
Athaliana_1,hue_frequencies,0.07545308658333702,83
Athaliana_1,hue_frequencies,0.12035687469634734,85
Athaliana_1,hue_frequencies,0.2535959836874107,87
Athaliana_1,hue_frequencies,0.551359627813848,89
Athaliana_1,hue_frequencies,1.1277475965431445,91
Athaliana_1,hue_frequencies,2.2934057682964535,93
Athaliana_1,hue_frequencies,4.220588018785978,95
Athaliana_1,hue_frequencies,7.781973705519485,97
Athaliana_1,hue_frequencies,11.66651944113187,99
Athaliana_1,hue_frequencies,14.832236503099097,101
Athaliana_1,hue_frequencies,16.178245954978433,103
Athaliana_1,hue_frequencies,13.587812670229523,105
Athaliana_1,hue_frequencies,10.659128719285073,107
Athaliana_1,hue_frequencies,6.947204923221884,109
Athaliana_1,hue_frequencies,4.020729355299383,111
Athaliana_1,hue_frequencies,2.2853083638826317,113
Athaliana_1,hue_frequencies,1.2389028753146947,115
Athaliana_1,hue_frequencies,0.6798139069240169,117
Athaliana_1,hue_frequencies,0.3754251137317256,119
Athaliana_1,hue_frequencies,0.20464349336748966,121
Athaliana_1,hue_frequencies,0.157531322232528,123
Athaliana_1,hue_frequencies,0.1060023850536637,125
Athaliana_1,hue_frequencies,0.07766146960528834,127
Athaliana_1,hue_frequencies,0.05300119252683185,129
Athaliana_1,hue_frequencies,0.04343153276504277,131
Athaliana_1,hue_frequencies,0.03275768149227802,133
Athaliana_1,hue_frequencies,0.023556085567480824,135
Athaliana_1,hue_frequencies,0.020243511034553834,137
Athaliana_1,hue_frequencies,0.011778042783740412,139
Athaliana_1,hue_frequencies,0.013986425805691741,141
Athaliana_1,hue_frequencies,0.0121461066207323,143
Athaliana_1,hue_frequencies,0.006257085228862093,145
Athaliana_1,hue_frequencies,0.004048702206910767,147
Athaliana_1,hue_frequencies,0.002576446858943215,149
Athaliana_1,hue_frequencies,0.004048702206910767,151
Athaliana_1,hue_frequencies,0.0022083830219513274,153
Athaliana_1,hue_frequencies,0.0011041915109756637,155
Athaliana_1,hue_frequencies,0.0018403191849594395,157
Athaliana_1,hue_frequencies,0.00036806383699188787,159
Athaliana_1,hue_frequencies,0.0,161
Athaliana_1,hue_frequencies,0.00036806383699188787,163
Athaliana_1,hue_frequencies,0.00036806383699188787,165
Athaliana_1,hue_frequencies,0.00036806383699188787,167
Athaliana_1,hue_frequencies,0.00036806383699188787,169
Athaliana_1,hue_frequencies,0.0007361276739837757,171
Athaliana_1,hue_frequencies,0.0,173
Athaliana_1,hue_frequencies,0.0,175
Athaliana_1,hue_frequencies,0.0,177
Athaliana_1,hue_frequencies,0.0,179
Athaliana_1,hue_frequencies,0.0007361276739837757,181
Athaliana_1,hue_frequencies,0.0,183
Athaliana_1,hue_frequencies,0.0,185
Athaliana_1,hue_frequencies,0.0,187
Athaliana_1,hue_frequencies,0.00036806383699188787,189
Athaliana_1,hue_frequencies,0.0,191
Athaliana_1,hue_frequencies,0.0,193
Athaliana_1,hue_frequencies,0.0,195
Athaliana_1,hue_frequencies,0.0,197
Athaliana_1,hue_frequencies,0.0,199
Athaliana_1,hue_frequencies,0.0,201
Athaliana_1,hue_frequencies,0.0011041915109756637,203
Athaliana_1,hue_frequencies,0.0,205
Athaliana_1,hue_frequencies,0.0,207
Athaliana_1,hue_frequencies,0.0,209
Athaliana_1,hue_frequencies,0.0007361276739837757,211
Athaliana_1,hue_frequencies,0.0,213
Athaliana_1,hue_frequencies,0.0,215
Athaliana_1,hue_frequencies,0.0,217
Athaliana_1,hue_frequencies,0.00036806383699188787,219
Athaliana_1,hue_frequencies,0.0,221
Athaliana_1,hue_frequencies,0.00036806383699188787,223
Athaliana_1,hue_frequencies,0.00036806383699188787,225
Athaliana_1,hue_frequencies,0.00036806383699188787,227
Athaliana_1,hue_frequencies,0.0,229
Athaliana_1,hue_frequencies,0.0,231
